KEGG, CAS,PubChem,ChEBI,NIKKAJI,PDB-CCD,KNApSAcK,3DMET,LIPIDMAPS,GlycomeDB,CCSD,JCGGDB,LipidBank
C06848,378-44-9,9066, , , , , , , , , , 
C06849,63659-18-7,9067,3082,J19.271F, , , , , , , , 
C06846,86-13-5,9064,3048,J4.933F, , , , , , , , 
C06847,64706-54-3,9065,3061,J19.767J, , , , , , , , 
C06842,4419-39-0,9060,3001,J8.720C, , , , , , , , 
C06843,86541-75-5,9061,3011,J22.179A, , , , , , , , 
C06840,78110-38-0,9058,161680,J20.598B, , , , , , , , 
C15668,5724-81-2,47204995,19092,J26.032K, , , , , , , , 
C15669, ,47204996,80013,J2.795.745E, , , , , , , , 
C15662,151867-81-1,17396651,42082,J565.493I,DMP, , , , , , , 
C15663,26414-87-9,17396652,80010,J2.795.712I, , , , , , , , 
C15660,134878-17-4,17396649,40492,J438.982D,A77, , , , , , , 
C15661,144141-97-9,17396650,80009,J566.362H, , , , , , , , 
C15666, ,17396655,41425,J431.584G,CEN, , , , , , , 
C15667, ,47204994,48000,J2.795.736F, , , , , , , , 
C15664,86604-69-5,17396653,80011,J21.722K, , , , , , , , 
C15665,101387-98-8,17396654,80012,J555.932D, , , , , , , , 
G02704, , , , , , , , ,10572,16553|21535,JCGG-STR000637, 
G02705, , , , , , , , ,9939,1255|25419,JCGG-STR031284,GSG1242
G02706, , , , , , , , ,8505,16607|20710,JCGG-STR029733, 
G02707, , , , , , , , ,18984,2051|49232,JCGG-STR009681, 
G02700, , , , , , , , ,18981,7370|32321,JCGG-STR009678, 
G02701, , , , , , , , ,18982,23806|29741,JCGG-STR009679, 
G02702, , , , , , , , ,18983,16677|39227,JCGG-STR009680, 
G02703, , , , , , , , ,5676,15255|30980,JCGG-STR026690, 
G02708, , , , , , , , ,18985,1889|4654|5380|5382|5383|24632|29404|42421,JCGG-STR009682, 
G02709, , , , , , , , ,18986,2762|9057,JCGG-STR009683, 
G05734, , , , , , , , ,8039,20517,JCGG-STR029222, 
G05735, , , , , , , , ,21024,23389,JCGG-STR011882, 
C06268,7440-47-3,8506,28073,J3.732J, , , , , , , , 
C06269,7440-38-2,8507,27563|47217,J3.100C,ARS, , , , , , , 
G05731, , , , , , , , ,21021,16043,JCGG-STR011879, 
G05732, , , , , , , , ,21022,20626,JCGG-STR011880, 
G05733, , , , , , , , ,21023,3072,JCGG-STR011881, 
C06262,7723-14-0,8500,28659,J43.585F, , , , , , , , 
C06263, ,8501,27573, , , , , , , , , 
C06260, ,8499,5022, , , , , , , , , 
C06266,7440-42-8,8504,27560,J1.853H, , , , , , , , 
C06267,7440-62-2,8505,27698,J54.451E, , , , , , , , 
C06264,7429-90-5,8502,28984,J1.291B, , , , , , , , 
C06265,7440-44-0,8503,27594, , , , , , , , , 
C05406, ,7773, ,J2.755.853D, , , , , , , , 
C05405, ,7772,6177,J2.364.988H, , , , , , , , 
C05404,13382-86-0,7771,27387|31005,J396.387J, , ,B05018, , , , , 
C05403, ,7770,27571,J680.764J, , , , , , , , 
C05402,585-99-9,7769,28053,J6.735K,MLB,C00001142,B05017, , , , , 
C05401, ,7768,15754,J362.297E,RGG, ,B05016, , , , , 
C05400,17296-19-4,7767,4808,J92.817H, , ,B01854, , , , , 
C16368, ,47205676,80475,J2.802.459B, ,C00006756, , , , , , 
C16369, ,47205677,80476,J2.802.462B, ,C00006801, , , , , , 
C16366,19893-78-8,47205674,80473,J128.135F, , , , , , , , 
C16367, ,47205675,80474,J1.002.891D, ,C00006879, , , , , , 
C16364,96-31-1,47205672,80472,J4.720A,MMU, , , , , , , 
C16365,85438-96-6,47205673,32643,J425.388D, , , , , , , , 
C16362,42794-72-9,47205670,80471,J2.802.445B, , , , , , , , 
C16363,598-50-5,47205671,44383,J2.718I,NMU, , , , , , , 
C16360,13087-49-5,47205668,68531,J367.208E, , , , , , , , 
C16361,5415-44-1,47205669,691622,J2.233K, , , , , , , , 
C03724, ,6489,15510,J2.745.205A, , , , , , , , 
C03725, ,6490,28228,J2.745.217E, , ,B00628, , , , , 
C03726, ,6491,28133, , , , , , , , , 
C03727,638-23-3,6492,16163,J2.289F,CCS, , , , , , , 
C03721, ,6486, , , , , , , , , , 
C03722,89-00-9,6487,16675,J4.298F,NTM,C00007381,B00627, , , , , 
C03723, ,6488,17668, , , , , , , , , 
G04467, , , , , , , , ,20172,7038,JCGG-STR010972, 
G04466, , , , , , , , ,9232,38071,JCGG-STR030523, 
C16588, ,51090915,72700|72701,J318.156A, ,C00000771, , , , , , 
C16589, ,51090916,80587,J986.934D, ,C00000773, , , , , , 
G04463, , , , , , , , ,20171,2825|15627,JCGG-STR010971, 
G04462, , , , , , , , ,20170,2995,JCGG-STR010970, 
G04461, , , , , , , , ,10953,31767,JCGG-STR001058, 
G04460, , , , , , , , ,20169,7217|40526,JCGG-STR010968, 
C16582, ,51090910,80583,J440.349E, , , , , , , , 
C16583, ,51090911,72694,J2.803.990E, , , , , , , , 
C16581, ,51090909, , , , , , , , , , 
C16586,25451-53-0,51090913,80585,J440.350I, , , , , , , , 
C16587, ,51090914,80586,J2.804.004K, , , , , , , , 
C16584, ,51090912,80584,J440.348G, , , , , , , , 
G04468, , , , , , , , ,20173,1848,JCGG-STR010973, 
C18638,57576-44-0,124489312,74619, , ,C00018065, , , , , , 
C18639,66789-14-8,124489313,75093, , ,C00018226, , , , , , 
C18636, ,124489310,79173, , , , , , , , , 
C18637, ,124489311,75091, , , , , , , , , 
C18634,60504-57-6,124489308,74351, , , , , , , , , 
C18635, ,124489309,79176, , , , , , , , , 
C18632, ,124489306,81876, , , , , , , , , 
C18633,1404-15-5,124489307,44504, ,NGM, , , , , , , 
C18630, ,124489304,81874, , , , , , , , , 
C18631, ,124489305,81875, , , , , , , , , 
C10409,22571-95-5,12595,9375,J21.378K, ,C00002123,B03822, , , , , 
C10408,74410-74-5,12594,9374,J21.389F, ,C00002122,B03821, , , , , 
C10405,84-54-8,12591,9427,J4.896H, ,C00002864,B03818, , , , , 
C10404,81-27-6,12590,9112,J215.250I, ,C00002863,B03817,LMPK13040016, , , , 
C10407,73726-67-7,12593,9945,J2.773.185F, ,C00002867,B03820, , , , , 
C10406,107817-60-7,12592,9697,J2.773.182A, ,C00002865,B03819, , , , , 
C10401,478-43-3,12587,8825,J12.584I,RHN,C00002861,B03814,LMPK13040015, , , , 
C10400,551-59-7,12586,9360,J16.960I, ,C00002120,B03813, , , , , 
C10403,551-58-6,12589,9361,J4.482B, ,C00002121,B03816, , , , , 
C10402,117-02-2,12588,69533,J10.078A, ,C00002862,B03815, , , , , 
C11752,27025-49-6,13917,3414,J10.419A, , , , , , , , 
C11750,33817-20-8,13915,8255,J17.773C, , , , , , , , 
C11751,47747-56-8,13916,9391,J9.701B, , , , , , , , 
C11756, ,13920,2216, , , , , , , , , 
C11757, ,13921,2456, , , , , , , , , 
C11754,50-59-9,13918,3537,J1.361G, , , , , , , , 
C11755,79057-46-8,13919,6621,J23.015D, ,C00018092, , , , , , 
C14984, ,17395982,79508,J2.791.453E, , , , , , , , 
C14985,6938-19-8,17395983,79509,J431.737H, ,C00013301, ,LMPK12111170, , , , 
C11758,12650-69-0,13922,7025,J15.623J, , , , , , , , 
C14987, ,17395985,79511,J2.791.465I, , , , , , , , 
C14980, ,17395978,79504,J2.791.431D, , , , , , , , 
C14981, ,17395979,79505,J2.791.432B, , , , , , , , 
C14982, ,17395980,79506,J2.791.451I, , , , , , , , 
C14983, ,17395981,79507,J2.791.452G, , , , , , , , 
C18180,3268-87-9,96024396,81566,J34.850C, , , , , , , , 
C18181,9002-72-6,96024397,37845,J246.948K, , , , , , , , 
C18182,9002-71-5,96024398,81567, , , , , , , , , 
C18183,9002-67-9,96024399,81568, , , , , , , , , 
C18184,9002-68-0,96024400,81569,J381.643E, , , , , , , , 
C18185,9002-61-3,96024401,81570, , , , , , , , , 
C18186,60748-07-4,96024402,75451, , , , , , , , , 
C18187,53988-98-0,96024403,75437, , , , , , , , , 
C18188,169494-85-3,96024404,81571, , , , , , , , , 
C18189, ,96024405,81572, , , , , , , , , 
C17181,72036-07-8,135626094, , , ,C00021653, , , , , , 
C17184,83108-36-5,135626095, , , ,C00021981|C00021996, , , , , , 
C19589, ,124490261, , , , , , , , , , 
C19588,50668-79-6,124490260,82580, , , , , , , , , 
C19587,32215-02-4,124490259,82579, , , , , , , , , 
C19586,42583-46-0,124490258,30725, , , , , , , , , 
C19585,52819-96-2,124490257,78582, , ,C00023624, , , , , , 
C19584,29611-03-8,124490256,82578, , , , , , , , , 
C19583,23255-69-8,124490255,82577, , ,C00012634, , , , , , 
C19582,76014-83-0,124490254,82576, , , , , , , , , 
C19581, ,124490253,82575, , , , , , , , , 
C19580, ,124490252,82574, , , , , , , , , 
G01858, , , , , , , , ,18383,18440|30515|33336,JCGG-STR009021, 
G00615, , , , , , , , ,17611,1784|7477|7478|7479|7481|11555|13862|22606|28358|32327,JCGG-STR008179, 
G00616, , , , , , , , ,17612,8737|11885|12890|14102|14105|15617|16142|16282|28885|29432|38477|40508,JCGG-STR008180, 
C05189,130-86-9,7594,16415,J40.085H, ,C00001906,B01823, , , , , 
G00610, , , , , , , , ,17608,2579|30322|31232|31236|31237|31238|35862|35863|35868|35869|41596|42746|42877,JCGG-STR008175, 
G00611, , , , , , , , ,11816,1997|1998|3853|3906|3907|4408|4430|7227|7228|7232|7272|7273|7274|7276|7277|7278|7280|7282|7283|7284|7287|7288|7289|7292|7293|7294|7295|7296|8261|18786|20534|20651|20855|22287|22710|25690|26246|26656|28851|29546|32313|34793|37014|42784|44606|45050|49242|50134,JCGG-STR001980, 
G00612, , , , , , , , ,17609,770|15444|16676|18917|19095|19096|28336|28668|28680|29513|33759|39241|39286|39319|43764|50888,JCGG-STR008176, 
G00613, , , , , , , , ,17610,9214|10289|10335|10501|14378|15646|19259|23067|23188|40043|40044,JCGG-STR008178, 
C05183, ,7592,15910, , , , , , , , , 
G07347, , , , , , , , ,22202,19698,JCGG-STR013139, 
G07346, , , , , , , , , ,45073, , 
G07345, , , , , , , , ,22201,44368,JCGG-STR013138, 
G07342, , , , , , , , , ,32097, , 
G07341, , , , , , , , ,22200,15745,JCGG-STR013137, 
G07340, , , , , , , , ,7236,20257,JCGG-STR028351, 
G07349, , , , , , , , ,22204,27777,JCGG-STR013141, 
G07348, , , , , , , , ,22203,6866,JCGG-STR013140, 
C16958,4966-00-1,96023445,80823,J12.772H, , , , , , , , 
G09039, , , , , , , , ,23410,4813,JCGG-STR014439, 
G09038, , , , , , , , ,23409,19230,JCGG-STR014437, 
G09032, , , , , , , , ,4272,21433,JCGG-STR025216, 
G09031, , , , , , , , ,23405,43399,JCGG-STR014433, 
G09030, , , , , , , , ,23404,37267,JCGG-STR014432, 
G09037, , , , , , , , ,23408,14652,JCGG-STR014436, 
G09036, , , , , , , , ,23407,42523,JCGG-STR014435, 
G09035, , , , , , , , ,23406,17332,JCGG-STR014434, 
C20046,68436-82-8,135626512, , , ,C00048001, , , , , , 
C20047,79029-92-8,135626513, , , , , , , , , , 
C20044,20311-78-8,135626510, , , ,C00048029, , , , , , 
C20045,12771-72-1,135626511,72765, , ,C00011299, , , , , , 
C20042,11061-96-4,135626508, , , , , , , , , , 
C20043,112154-17-3,135626509, , , , , , , , , , 
C20040,86697-68-9,135626506, , , , , , , , , , 
C20041,134710-25-1,135626507, , , , , , , , , , 
C20048,24345-16-2,135626514, , , , , , , , , , 
C20049,32908-73-9,135626515, , , , , , , , , , 
G08348, , , , , , , , , ,15080, , 
G08349, , , , , , , , ,22927,5271,JCGG-STR013922, 
G08342, , , , , , , , ,22923,27781,JCGG-STR013918, 
G08343, , , , , , , , ,22924,22680,JCGG-STR013919, 
G08340, , , , , , , , , ,48735, , 
G08346, , , , , , , , ,22925,14826,JCGG-STR013920, 
G08347, , , , , , , , ,22926,16030,JCGG-STR013921, 
G08344, , , , , , , , ,4156,14728,JCGG-STR025088, 
G06128, , , , , , , , ,21318,43754,JCGG-STR012198, 
G06129, , , , , , , , ,21319,5331,JCGG-STR012199, 
G06124, , , , , , , , ,21315,26391,JCGG-STR012195, 
G06125, , , , , , , , ,21316,5337,JCGG-STR012196, 
G06126, , , , , , , , ,21317,50894,JCGG-STR012197, 
G06127, , , , , , , , ,12803,31574,JCGG-STR003050, 
G06120, , , , , , , , ,21311,18857,JCGG-STR012191, 
G06121, , , , , , , , ,21312,20613,JCGG-STR012192, 
G06122, , , , , , , , ,21313,20615,JCGG-STR012193, 
G06123, , , , , , , , ,21314,18685,JCGG-STR012194, 
G00104, , , , , , , , ,2109,1530|14013|16056|21273|21305|24995|47978,JCGG-STR011952,GSG1272|GSG1363
G00105, , , , , , , , ,1993,482|483|9140|14373|16332|16574|18543|29098|44690|48894,JCGG-STR010708,GSG1194
G00106, , , , , , , , ,1982,743|744|16271|21455|48895,JCGG-STR010587,GSG1195
G00107, , , , , , , , ,1983,973|974|11643|16270|29105,JCGG-STR010598,GSG1196
C08307,7073-64-5,10505,5762,J244.733I, ,C00001415, , , , , , 
G00101, , , , , , , , ,10292,11866|16329|22109|47764,JCGG-STR000326,GSG1111
G00102, , , , , , , , ,11000,47877,JCGG-STR001111,GSG1429
C08304,87-52-5,10502,28948,J10.618F, ,C00001411, , , , , , 
G07838, , , , , , , , ,22547,33989,JCGG-STR013510, 
G07831, , , , , , , , ,22540,13422,JCGG-STR013503, 
G07830, , , , , , , , ,22539,10749,JCGG-STR013501, 
G07833, , , , , , , , ,22542,27960,JCGG-STR013505, 
G07832, , , , , , , , ,22541,23216,JCGG-STR013504, 
G07835, , , , , , , , ,22544,42995,JCGG-STR013507, 
G07834, , , , , , , , ,22543,11106,JCGG-STR013506, 
G07837, , , , , , , , ,22546,29315,JCGG-STR013509, 
G07836, , , , , , , , ,22545,20997|31598|50382,JCGG-STR013508, 
C05515, ,7861,27580,J805.606D, , ,B00782, , , , , 
G05479, , , , , , , , ,20849,1246,JCGG-STR011697, 
G05478, , , , , , , , ,20848,30346,JCGG-STR011696, 
G05477, , , , , , , , ,20847,44672,JCGG-STR011695, 
G05476, , , , , , , , ,20846,40518,JCGG-STR011694, 
G05475, , , , , , , , ,20845,31788, , 
G05474, , , , , , , , ,20844,19383,JCGG-STR011693, 
G05473, , , , , , , , ,3609,475,JCGG-STR024495, 
G05472, , , , , , , , , ,40980, , 
G05471, , , , , , , , ,20843,30329, , 
G05470, , , , , , , , ,5432,15039,JCGG-STR026431, 
C03584,21416-43-3,6375,15851,J15.977H,HWD,C00001399, , , , , , 
C07438,122-09-8,9642,8080,J5.348A, , , , , , , , 
C10838,101392-12-5,13021,9781,J2.781.835H, ,C00002680,B04172, , , , , 
C10839,492-91-1,13022,9909,J39.039I, ,C00002681,B04173, , , , , 
G10725, , , , , , , , ,207,2055|4682|13319|34648,JCGG-STR011537, 
G10727, , , , , , , , ,3167,2061|2062|5244|8220|12805|26842,JCGG-STR022610, 
G10726, , , , , , , , ,3166,2060|2063|2064|4448|25183|29111|36013,JCGG-STR022599, 
G10721, , , , , , , , ,5661,2024,JCGG-STR026675, 
G10720, , , , , , , , ,9074,2018,JCGG-STR030348, 
C09409,4871-90-3,11600,4818,J12.787F, ,C00003259,B02942, , , , , 
C09408,62870-69-3,11599,4817,J18.158G, ,C00003258,B02941, , , , , 
G01209, , , , , , , , ,17980,6369|6371|7718|8903|11751|35077,JCGG-STR008579, 
C09403,13017-11-3,11594,4773,J15.798H, ,C00000312,B02936,LMPR0103090004, , , , 
C09402,21899-50-3,11593,520527,J15.341I, ,C00000311,B02935, , , , , 
G01206, , , , , , , , ,833,12923|17175|18047|20729|22739,JCGG-STR029542, 
G01207, , , , , , , , ,17979,2683|9628|10723|14761|20340,JCGG-STR008577, 
C09407,58030-93-6,11598,4816,J700.137A, ,C00003257,B02940, , , , , 
C09406,37936-58-6,11597,4815,J17.120D, ,C00003256,B02939, , , , , 
C09405,33880-85-2,11596,4793,J18.793C, ,C00003255,B02938, , , , , 
C09404,15569-50-3,11595,4790,J15.565I, ,C00003254,B02937, , , , , 
C12267,76012-17-4,14412,31250, , , , , , , , , 
C12266,52229-90-0,14411,31737,J127.066D, , , , , , , , 
C12265, ,14410,31774, , , , , , , , , 
C12264, ,14409,31140,J1.811.910B, , , , , , , , 
C12263, ,14408,31036,J820.781J, , , , , , , , 
C12262, ,14407,31123,J1.679.657C, , , , , , , , 
G00159, , , , , , , , ,17375, ,JCGG-STR007926, 
G00158, , , , , , , , ,2650,18595,JCGG-STR017750, 
G00157, , , , , , , , ,6420,17358|17399|26915|34358|38588|49286,JCGG-STR027487, 
G00156, , , , , , , , ,71,205|3591|8342|21235,JCGG-STR028206, 
G00155, , , , , , , , ,2720,2297|4001,JCGG-STR018505, 
G00154, , , , , , , , ,472,2180|2181|3984|37941|43901|43902|43907|43942|46441|49287, , 
G00152, , , , , , , , ,17374, ,JCGG-STR007925, 
C12269, ,14414,31882,J246.192G,OEM, , , , , , , 
C12268,11140-67-3,14413,32174, , , , , , , , , 
C00097,52-90-4,3397,17561,J9.167G,CYS,C00001351,B01159, , , , , 
C00096,3123-67-9,3396,15820,J247.698C,GDD,C00007246,B01158, , , , , 
G00462, , , , , , , , ,17524,118|119|3256|3271|3275|3277|4477|8240|10052|14090|16584|18850|23973|25888|32917|38264|41640|43191|44005|47157|47477,JCGG-STR008088, 
G12815, , , , , , , , ,5553, ,JCGG-STR026560, 
G12814, , , , , , , , ,33560, , , 
G12817, , , , , , , , ,5507, ,JCGG-STR026512, 
G12816, , , , , , , , ,33561, , , 
G12811, , , , , , , , ,33559, , , 
G12813, , , , , , , , ,4314, ,JCGG-STR025263, 
G12819, , , , , , , , ,24990, ,JCGG-STR016119, 
G12818, , , , , , , , ,24989, ,JCGG-STR016117, 
C01216, ,4438,17028,J913.056J, , ,B04784, , , , , 
C01217,92481-94-2,4439,17321,J1.153.548H, , ,B01409, , , , , 
C01214, ,4436,16181,J783.484E, , ,B01408, , , , , 
C01215, ,4437,16253,J2.371.437J, , ,B00261, , , , , 
C01212, ,4434,84726,J890.604A,UMA, ,B04782, , , , , 
C01213, ,4435,15465,J890.616E,MCA, ,B04783, , , , , 
C01210, ,4432,16463,J2.731.879G,1SH, ,B01407, , , , , 
C01211, ,4433,51807, , , , , , , , , 
C01218, ,4440,2229,J2.731.896G, , ,B04785, , , , , 
C01219, ,4441,17494,J679.102F, , ,B01410, , , , , 
C17346, ,96023702,81019,J2.806.274E, , , , , , , , 
C17345, ,96023701,81018,J2.806.273G, , , , , , , , 
C17343, ,96023700,81017,J2.806.271K, , , , , , , , 
C00098, ,3398,25676, , , , , , , , , 
C17349,113-00-8,135626098, , ,GAI, , , , , , , 
G09239, , , , , , , , ,23541,9362,JCGG-STR014583, 
G09238, , , , , , , , ,23540,8406,JCGG-STR014582, 
G06503, , , , , , , , ,611,36157,JCGG-STR027153, 
G09234, , , , , , , , ,23537,28924,JCGG-STR014578, 
G09237, , , , , , , , ,23539,8539,JCGG-STR014580, 
G09236, , , , , , , , ,23538,8318,JCGG-STR014579, 
G09230, , , , , , , , ,23535,50644,JCGG-STR014576, 
G09232, , , , , , , , ,23536,32159,JCGG-STR014577, 
G02686, , , , , , , , ,10644,4699|31746,JCGG-STR000716,GSG1221
G02681, , , , , , , , ,18969,1453|4939,JCGG-STR009664, 
G02683, , , , , , , , ,18970,3013|42630,JCGG-STR009666, 
C15259, ,17396256,79761,J2.792.185J, , , , , , , , 
C15258, ,17396255,79760,J2.792.182E, , , , , , , , 
C15257, ,17396254,79759,J554.834I, , , , , , , , 
C15256, ,17396253,79758,J2.792.179E, , , , , , , , 
C15255, ,17396252,79757,J109.870E, , , , , , , , 
C15254, ,17396251,79756,J2.792.177I, , , , , , , , 
C15253, ,17396250,79755,J2.792.159K, , , , , , , , 
C15252, ,17396249,79754,J2.792.147G, , , , , , , , 
C15251, ,17396248,79753,J128.819I, , , , , , , , 
C15250, ,17396247,79752,J2.791.429B, , , , , , , , 
C03104,85-94-9,6000,28507,J4.929H,C2P, , , , , , , 
C03105, ,6001, , , , , , , , , , 
C03106, ,6002,16972, , , , , , , , , 
C03107,1198-69-2,6003,16165,J576.460B, , , , , , , , 
C03101, ,5997, , , , , , , , , , 
C03103, ,5999,18326|38923, , , , , , , , , 
C03108, ,6004,4177|71981,J675.987D, , , , , , , ,GSG1143
C03109, ,6005,27508,J937.091I, , , , , , , , 
G09583, , , , , , , , ,10260,27717,JCGG-STR000293, 
G09582, , , , , , , , ,23766,26791,JCGG-STR014817, 
G09581, , , , , , , , ,23765,5046,JCGG-STR014816, 
G09580, , , , , , , , , ,22023, , 
G09586, , , , , , , , , ,40852, , 
G09585, , , , , , , , ,23768,2000,JCGG-STR014819, 
G09584, , , , , , , , ,23767,21092,JCGG-STR014818, 
G09588, , , , , , , , ,23769,39577,JCGG-STR014820, 
C10519,572-03-2,12702,8329,J11.514B, ,C00002562,B03921,LMPK12050244, , , , 
C10518,132923-36-5,12701,8251,J2.773.269K, ,C00002561,B03920,LMPK12050157, , , , 
C04655, ,7241,15608,J2.752.735C, , ,B00742,LMFA01170074, , , , 
C04654, ,7240,15548,J363.760C, , , ,LMFA03010146, , , , 
C04657, ,7243,17571, , , , , , , , , 
C04656, ,7242,18915, , , , , , , , , 
C04650,35597-44-5,7238,28030,J391.973K,PPQ,C00000797, , , , , , 
C04652, ,7239,17787,J2.752.732I,UDG, ,B04950, , , , , 
C14708,75-27-4,17395707,34591,J1.448F, , , , , , , , 
C14709,774-65-2,17395708,34034,J47.832F, , , , , , , , 
C14702,528-29-0,17395701,34053,J1.209B, , , , , , , , 
C14703,569-41-5,17395702,48610,J116.788J, , , , , , , , 
C14700,310-71-4,17395699,34266,J404.104F, , , , , , , , 
C14701,4685-14-7,17395700,34905,J913J, , , , , , , , 
C14706,64-67-5,17395705,34699,J2.811H, , , , , , , , 
C14707,75-25-2,17395706,38682,J1.446J,MBR, , , , , , , 
C14704,62-75-9,17395703,35807,J1.928C, , , , , , , , 
C14705,630-20-6,17395704,34024,J3.311A, , , , , , , , 
G08188, , , , , , , , ,22808,23431,JCGG-STR013792, 
G08189, , , , , , , , ,22809,31313,JCGG-STR013793, 
G08184, , , , , , , , ,10265,11737,JCGG-STR000296, 
G08185, , , , , , , , ,8524,28200,JCGG-STR029754, 
G08186, , , , , , , , ,5559,15157,JCGG-STR026565, 
G08187, , , , , , , , ,11189,48086,JCGG-STR001311, 
G08181, , , , , , , , ,22805,30385,JCGG-STR013789, 
G08182, , , , , , , , ,22806,15130,JCGG-STR013790, 
G08183, , , , , , , , ,22807,25001,JCGG-STR013791, 
G06328, , , , , , , , ,21479,11462,JCGG-STR012374, 
G06329, , , , , , , , ,11339,12276,JCGG-STR001473, 
G06326, , , , , , , , ,21477,29837,JCGG-STR012372, 
G06327, , , , , , , , ,21478,11461,JCGG-STR012373, 
G06324, , , , , , , , ,21475,29680,JCGG-STR012370, 
G06325, , , , , , , , ,21476,13235,JCGG-STR012371, 
G06322, , , , , , , , ,21473,10372,JCGG-STR012368, 
G06323, , , , , , , , ,21474,20846,JCGG-STR012369, 
G06320, , , , , , , , ,6220,20035,JCGG-STR027272, 
G06321, , , , , , , , ,21472,31015,JCGG-STR012367, 
G03488, , , , , , , , ,19494,11228|12158,JCGG-STR010233, 
C14459,56892-30-9,17395459,34286,J65.901K, , , , , , , , 
G03664, , , , , , , , ,19592,2133,JCGG-STR010340, 
G03665, , , , , , , , ,19593,2984,JCGG-STR010341, 
G03666, , , , , , , , ,19594,29138,JCGG-STR010342, 
G03667, , , , , , , , ,2492,42151,JCGG-STR016043, 
G03660, , , , , , , , ,19588,25042,JCGG-STR010335, 
G03661, , , , , , , , ,19589,2115,JCGG-STR010336, 
G03662, , , , , , , , ,19590,39761,JCGG-STR010338, 
G03663, , , , , , , , ,19591,39760,JCGG-STR010339, 
G03668, , , , , , , , ,19595,24954,JCGG-STR010343, 
G03669, , , , , , , , ,19596,2134,JCGG-STR010344, 
G02137, , , , , , , , ,18575,25727|43086|43104|43128|43314,JCGG-STR009230, 
G02136, , , , , , , , ,18574,19282|24717|42475,JCGG-STR009229, 
G02135, , , , , , , , ,18573,8397|9512|10311,JCGG-STR009228, 
C07309,3930-20-9,9517,63622,J10.583J, , , , , , , , 
G02133, , , , , , , , , ,16725|19474|22574, , 
G02132, , , , , , , , ,18571,10213|16717|21179,JCGG-STR009226, 
G02131, , , , , , , , ,34409,17065|21171|27783, , 
G02130, , , , , , , , , ,16726|19473|22573, , 
C07302, ,9510,15482,J2.765.020A, , , , , , , , 
C07303, ,9511,17068,J2.765.022H, , , , , , , , 
C07300, ,9508, , , , , , , , , , 
C07301, ,9509,17352,J74.046B, , , , , , , , 
C16289, ,47205597,80425,J791.113K, ,C00006799, , , , , , 
C16288, ,47205596,80424,J2.799.375C, , , , , , , , 
C07304, ,9512,17286,J845.735B, , ,B02113, , , , , 
G02138, , , , , , , , ,18576,10382|12519|12813,JCGG-STR009231, 
G03480, , , , , , , , ,19489,10010|10797,JCGG-STR010227, 
C02768, ,5723,15943, , , , , , , , , 
